XCoord,YCoord,FID,ADDRESS,HERITAGE_D,BUILDING_N
-83.00073785,42.30041563,0,2146 Windermere Rd,Heritage Register: Listed,House
-83.00123706,42.30024904,1,2145 Windermere Rd,Heritage Register: Listed,McLaughlin House
-83.02582025,42.30112331,2,107-11-21-25-35-39 Shepeherd St. E,Heritage Register: Listed,Helen Terrace House
-82.96898013,42.32906232,3,281 St. Louis Ave,Heritage Register: Listed,Duplex
-82.96902710,42.32915932,4,279 St. Louis Ave,Heritage Register: Listed,Duplex
-82.97378880,42.30717912,5,1970 Rossini Blvd,Heritage Register: Listed,House
-83.06971675,42.30978638,6,2629 Riverside Dr W.,Heritage Register: Listed,John H. Rodd House
-82.98025601,42.32693785,7,274 Pillette Rd,Heritage Register: Listed,Reaume Summer Kitchen House
-82.98025601,42.32693785,8,270 Pillette Rd,Heritage Register: Listed,Joseph Reaume House
-82.98098055,42.32679103,9,271 Pillette Rd,Heritage Register: Listed,Cleve Apartments
-83.01688938,42.31466977,10,1015-17 Pierre Ave/1187-97 Erie St E.,Heritage Register: Listed,Apartments
-83.01717195,42.31512755,11,983-97 Pierre Ave,Heritage Register: Listed,Keith and Lillian Apartments
-83.06953005,42.30949290,12,189 Patricia Rd,Heritage Register: Listed,Milligan House
-83.06902210,42.30980221,13,172 Patricia Rd,Heritage Register: Listed,Clyde W. Curry House
-83.01997665,42.31331833,14,1028 Parent Ave,Heritage Register: Listed,Gilbert-Abrash House
-83.02443347,42.31996138,15,476 Parent Ave,Heritage Register: Listed,Francois Apartments
-83.04012229,42.31864386,16,185 Ouellette Ave Pitt St W,Heritage Register: Designated,Federal Bldg./Dominion Public Bldg. addition
-83.00395715,42.29964530,17,2142 Moy Ave,Heritage Register: Listed,Gordon & Marjorie Preston House
-83.00461037,42.29966006,18,2131 Moy Ave,Heritage Register: Listed,Ludwig Treisz House
-83.00171648,42.30020483,19,2144 Lincoln Rd,Heritage Register: Listed,House
-83.00235224,42.29997970,20,2143 Lincoln Rd,Heritage Register: Listed,Ouellette-Horen House
-83.01724150,42.32318607,21,395-97 Lincoln Rd,Heritage Register: Listed,Crouchman House
-83.06097784,42.29503927,22,1100 Huron Church Rd,Heritage Register: Listed,Chapel, Assumption College High School
-83.02514822,42.31129422,23,1034-36-38-40 Howard Ave,Heritage Register: Listed,Four-unit Terrace
-83.00508803,42.29949876,24,2136 Hall Ave,Heritage Register: Listed,Silverstein House
-83.01318399,42.31084863,25,1247-51 Hall Ave,Heritage Register: Listed,Duplex
-83.03603267,42.30392548,26,430 Giles Blvd W,Heritage Register: Listed,Parkside Apartments
-83.03578151,42.30401348,27,410 Giles Blvd W,Heritage Register: Listed,Parkview Apartments
-82.96677652,42.32982461,28,269 Esdras Pl,Heritage Register: Listed,Ashmore House
-82.96540402,42.32797279,29,866 Esdras Ave,Heritage Register: Listed,Reid-Turner House
-82.96615540,42.32783010,30,861 Esdras Ave,Heritage Register: Listed,Lusby House
-83.01835604,42.31464728,31,1090 Erie St E,Heritage Register: Listed,Apartments
-83.01961384,42.31423592,32,990 Erie St E,Heritage Register: Listed,Killarney Apartments
-83.01978753,42.31417586,33,972 Erie St E,Heritage Register: Listed,Inverness Apartments
-82.97771034,42.32618301,34,824 Dawson Rd,Heritage Register: Listed,House
-82.98769860,42.30426191,35,1882 Cadillac St,Heritage Register: Listed,House
-83.03182013,42.29649146,36,1590-92 Bruce Ave,Heritage Register: Listed,Duplex
-83.03259597,42.29647566,37,1583-85-87 Bruce Ave,Heritage Register: Listed,Triplex
-83.01315425,42.32361880,38,1800-1900 Blocks Brant St,Heritage Register: Listed,Stone Curbs
-83.01320649,42.32369495,39,1800-1900 Blocks Brant St,Heritage Register: Listed,Stone Curbs
-83.01407645,42.32329017,40,1800-1900 Blocks Brant St,Heritage Register: Listed,Stone Curbs
-83.01412161,42.32336749,41,1800-1900 Blocks Brant St,Heritage Register: Listed,Stone Curbs
-83.05980398,42.31175525,42,1766 University Ave W.,Heritage Register: Listed,London Apartments
-83.05491639,42.31325778,43,1314 University Ave W.,Heritage Register: Listed,Francis Apartments
-83.06450344,42.31079846,44,235 Randolph Pl,Heritage Register: Listed,Denomy House
-83.02007975,42.31953246,45,643 Pierre Ave,Heritage Register: Listed,Charron-Nord House
-83.03462807,42.30846869,46,1007 Pelissier St/129 Erie St W.,Heritage Register: Listed,Erie Apartments
-83.05897779,42.30581042,47,629-37 Partington Ave,Heritage Register: Listed,Duplex
-83.05961172,42.30666787,48,559 Partington Ave,Heritage Register: Listed,Apartments
-83.05904089,42.30688353,49,558 Partington Ave,Heritage Register: Listed,Sharron Apartments
-83.05966803,42.30677771,50,547 Partington Ave,Heritage Register: Listed,Apartments
-83.05910128,42.30698352,51,546 Partington Ave,Heritage Register: Listed,Sharron Earl Apartments
-83.01703220,42.30752779,52,1331 Parent Ave,Heritage Register: Listed,Tubaro House
-83.02434552,42.31904861,53,561 Parent Ave,Heritage Register: Listed,Lee-Ann Apartments
-83.01821811,42.30807117,54,854 Ottawa St/ 1286 Elsmere Ave,Heritage Register: Listed,Elsmere Apartments
-83.02531228,42.31728412,55,669-77 Marentette Ave,Heritage Register: Listed,Christian Brothers Academy
-83.02760322,42.31778643,56,561 louis Ave,Heritage Register: Listed,G Adam Apartments
-83.01856467,42.32024309,57,628-34 Hall Ave,Heritage Register: Listed,Kahn Apartments
-83.01859451,42.30792426,58,1285-91 Elsmere/832-34 Ottawa,Heritage Register: Listed,Marwood Apartments
-83.05134973,42.31352444,59,326-30-32 Elm Ave,Heritage Register: Listed,Triplex
-83.05039734,42.31512881,60,261 Crawford Ave,Heritage Register: Listed,Lovell House
-83.00783437,42.31208618,61,1281 Chilver Rd.,Heritage Register: Listed,Cobblestone House and Garage
-83.01352650,42.32183250,62,654 Chilver Rd,Heritage Register: Listed,House
-83.05851282,42.31056575,63,345-47-49 Campbell Ave,Heritage Register: Listed,Triplex
-83.05444236,42.31235107,64,329 Cameron Ave,Heritage Register: Listed,Quadruplex
-82.96883747,42.32882908,65,5690 Wyandotte St E,Heritage Register: Listed,Imperial Bank of Canada
-82.96929563,42.32871059,66,5604-30 Wyandotte St E,Heritage Register: Listed,Goodbrand/Lever Drug Store
-82.97951286,42.32670979,67,4774-80 Wyandotte St E,Heritage Register: Listed,De Mers Block
-82.97966222,42.32621988,68,4739-49 Wyandotte St E,Heritage Register: Listed,Des Ramaux Tailors
-82.98016308,42.32656766,69,4700-10 Wyandotte St E,Heritage Register: Listed,Haynes Drug Store
-83.05152891,42.31376414,70,1099 University Ave W,Heritage Register: Listed,Clavary United Church/London Street Methodist
-82.97187839,42.30652664,71,4355 Tecumseh Rd E,Heritage Register: Listed,Pillar for subdivision
-82.97277850,42.30618767,72,4255 Tecumseh Rd E,Heritage Register: Listed,Pillar for subdivision
-82.97338295,42.30608762,73,Rossini Blvd / Tecumseh Rd E,Heritage Register: Listed,Pillars for subdivision now in City park
-82.97428041,42.30606540,74,4081 Tecumseh Rd E,Heritage Register: Listed,Pillar for Subdivision
-82.99046227,42.30337012,75,2614 Tecumseh Rd E,Heritage Register: Listed,Grachanica Serbian Orthodox Church
-83.00189942,42.30063071,76,1625-33 Tecumseh Rd E,Heritage Register: Listed,Commercial two-storey
-83.00286106,42.30094111,77,1572-98 Tecumseh Rd E,Heritage Register: Listed,Lanspeary's Drugs/Stedman Butcher
-83.00268331,42.30048504,78,1569-77 Tecumseh Rd E,Heritage Register: Listed,Burnside Hardware
-83.00326091,42.30037816,79,1501-15 Tecumseh Rd E,Heritage Register: Listed,Loblaw Groceteria (before 1954)
-83.01382354,42.31083087,80,1240 Pierre Ave,Heritage Register: Listed,St.George Romanian Orthodox Church
-83.02735718,42.30009443,81,1520 Ouellette Ave,Heritage Register: Listed,Curtin House
-83.03901896,42.31694554,82,333 Ouellette Ave.,Heritage Register: Listed,Wilkinson Shoe Store
-83.00886477,42.31124532,83,1600-26 Ottawa St,Heritage Register: Listed,Adams Drug Co. Ltd.
-83.01109590,42.31059478,84,1408 Ottawa St,Heritage Register: Listed,F.W. Woolworth Store
-83.01541373,42.30856615,85,1033-41 Ottawa St,Heritage Register: Listed,Ukrainian National Home
-83.03128932,42.31556838,86,635-45 Mercer St,Heritage Register: Listed,General Motors Products of Canada, Ltd.
-83.01871000,42.31385884,87,1020-28 Langlois Ave,Heritage Register: Listed,P.Blak Bldg./Blak's Bakery
-83.01575864,42.31509394,88,1291-99 Erie St E,Heritage Register: Listed,Duchess Beauty Salon
-83.01859221,42.31457957,89,1064-68 Erie St E,Heritage Register: Listed,Dupuis Bldg./Erie Cycle
-83.01900109,42.31401616,90,1001-15 Erie St E,Heritage Register: Listed,P.Garam Bldg.
-83.02050567,42.31391241,91,900-12 Erie St E,Heritage Register: Listed,Gubb's Pharmacy
-83.01171354,42.32629846,92,2072 Riverside Dr E,Heritage Register: Listed,Hiram Walker Bldg. #26
-83.03045198,42.30585955,93,42 Giles Blvd E,Heritage Register: Listed,Duplex
-83.03059416,42.30580535,94,30 Giles Blvd E,Heritage Register: Listed,Duplex
-83.02995545,42.30422790,95,1290 Ouellette Ave,Heritage Register: Listed,Maple Apartments
-83.03098583,42.30401655,96,1279 Ouellette Ave,Heritage Register: Listed,House
-83.03001105,42.30465682,97,1250-60 Ouellette Ave,Heritage Register: Listed,Paramount Apartments
-83.03008592,42.30479159,98,1250-60 Ouellette Ave,Heritage Register: Listed,Paramount Apartments
-83.03188855,42.30541379,99,1197 Ouellette Ave,Heritage Register: Listed,Firestone Tire Store
-83.03219478,42.30586968,100,1165 Ouellette Ave,Heritage Register: Listed,House
-83.03313987,42.30765483,101,1061 Ouellette Ave,Heritage Register: Listed,Apartments
-83.03331658,42.30790066,102,1049 Ouellette Ave,Heritage Register: Listed,House
-83.03349610,42.30987736,103,960 Ouellette Ave,Heritage Register: Listed,HMCS Hunter / Marketerium
-83.03661111,42.31279724,104,691 Ouellette Ave,Heritage Register: Listed,House
-83.00415171,42.30931532,105,1478 Kildare Rd,Heritage Register: Designated,Cunningham's Sheet Metal
-83.01414172,42.30564451,106,1493 Langlois Ave,Heritage Register: Listed,SS. Vladimir & Olga Ukrainian Catholic Church
-83.03053901,42.26541192,107,1825 Grand Marais Rd W,Heritage Register: Listed,Glenwood United Church
-83.02707182,42.26756471,108,1341 Grand Marais Rd W,Heritage Register: Listed,Yorktown Square Sign
-82.95418535,42.29909470,109,2855 Rivard Ave,Heritage Register: Listed,William G. Davis Public School
-83.03056656,42.29521823,110,451 Tecumseh Rd W,Heritage Register: Listed,Fina Gas Station
-83.04334492,42.31545619,111,444 Park St W,Heritage Register: Listed,Apartments
-82.91927382,42.33659122,112,471 Florence Ave,Heritage Register: Listed,Guido Fantin House
-83.00293033,42.31164330,113,1370 Argyle Rd,Heritage Register: Listed,Gelcell Limited
-82.99837150,42.29745209,114,2305 Chilver Rd,Heritage Register: Listed,House
-83.05446086,42.30653808,115,681 McEwan Ave,Heritage Register: Designated,Holy Name of Mary Church
-82.97284413,42.30611044,116,Rossini Blvd / Tecumseh Rd E,Heritage Register: Listed,Gateway
-83.02559708,42.32380783,117,Riverside Dr E / Langlois Ave,Heritage Register: Listed,Waterworks Pk. Pump House
-83.00167834,42.29356183,118,1075 Ypres Ave / Hall Ave,Heritage Register: Listed,Memorial Park Washrooms
-82.99653966,42.31131173,119,2521 Seminole St,Heritage Register: Listed,Windsor Utilities Comm. Substation
-82.99816688,42.29479504,120,1615 Ypres Ave,Heritage Register: Listed,House
-82.99904562,42.29500958,121,1580 Ypres Ave,Heritage Register: Listed,House
-83.00113263,42.29428570,122,1380 Ypres Ave,Heritage Register: Listed,Harris House
-83.05431764,42.30836381,123,1556 Wyandotte St W,Heritage Register: Listed,J.E. Benson School
-83.04638015,42.31024608,124,885 Wyandotte St W,Heritage Register: Listed,Windsor Utilities Comm. Oliver Perry Substation
-82.98443798,42.28950117,125,2800 Walker Rd,Heritage Register: Listed,Windsor Utilities Comm. Substation
-83.00649335,42.26303112,126,3549 Victoria Blvd,Heritage Register: Listed,John Boyde House
-83.02997730,42.29918000,127,1519 Victoria Ave,Heritage Register: Listed,F.W. Patton House
-83.03241692,42.30425310,128,1234 Victoria Ave,Heritage Register: Listed,Samuel May House
-83.02454428,42.30146788,129,201 Shepherd St E,Heritage Register: Listed,Windsor Truck & Storage
-82.99548007,42.31214687,130,2690 Seminole St,Heritage Register: Listed,St. Dimitrije Church
-82.99883936,42.31170467,131,2480 Seminole St,Heritage Register: Listed,Dominion Forge / Hearn Ind.
-83.03302201,42.30531898,132,1176 Victoria Ave / 160 Giles Blvd W,Heritage Register: Listed,First Lutheran Church
-83.01397526,42.30887810,133,1334 Benjamin Ave / Ottawa St,Heritage Register: Designated,Sacred Heart Rectory (attached to Church)
-83.06684024,42.30311891,134,Huron Church Rd / Wyandotte St W,Heritage Register: Listed,Assumption Cemetery
-83.07160685,42.30817009,135,Huron Church Rd / Riverside Dr W / Wyandotte St W,Heritage Register: Listed,Ambassador Bridge
-83.07085544,42.30859293,136,Riverside Dr W / Huron Church Rd / University Ave W,Heritage Register: Designated,Assumption Park
-82.97307438,42.30605306,137,Rossini Blvd / Tecumseh Rd E,Heritage Register: Listed,Gateway
-82.94016878,42.34255274,138,8560 Riverside Dr E,Heritage Register: Listed,Albert J. Lothian House
-82.99879284,42.29450746,139,2405 Lincoln Rd,Heritage Register: Listed,Henry B. Parsons House
-82.99660303,42.29226168,140,2524 Lincoln Rd,Heritage Register: Listed,Woollatt House
-82.99735871,42.29226636,141,2515 Lincoln Rd,Heritage Register: Listed,S. Taylor House
-82.99782324,42.29417200,142,2436 Lincoln Rd,Heritage Register: Listed,House
-83.01576608,42.31098381,143,1250 Langlois Ave / Giles Blvd E / Ottawa St,Heritage Register: Listed,Lanspeary Park Gates
-83.01516228,42.31006312,144,1250 Langlois Ave,Heritage Register: Listed,Lanspeary Park Bandstand
-83.01511784,42.31088254,145,1250 Langlois Ave / 1149 Giles Blvd E,Heritage Register: Listed,Lanspeary Park Greenhouse
-83.00652265,42.31939148,146,958 Monmouth Rd,Heritage Register: Listed,Terrace
-82.99878058,42.29349039,147,2448 Gladstone Ave,Heritage Register: Listed,House
-82.99932627,42.29431190,148,2406 Gladstone Ave,Heritage Register: Listed,Wallace Fox House
-83.02443700,42.30750649,149,455 Giles Blvd E / Mercer St,Heritage Register: Listed,Windsor Grove Cemetery and Mausoleum
-83.02422354,42.30682606,150,455 Giles Blvd E,Heritage Register: Listed,Windsor Grove Cemetery Shed
-82.99505638,42.31394106,151,1410 Drouillard Rd,Heritage Register: Listed,Holy Trinity Russian Orthodox Church
-83.00640639,42.31329114,152,1948 Devonshire Crt,Heritage Register: Listed,House
-83.00658581,42.31319622,153,1924 Devonshire Crt,Heritage Register: Listed,House
-83.00676421,42.31313554,154,1912 Devonshire Crt,Heritage Register: Listed,House
-82.99973180,42.29936968,155,2229 Chilver Rd,Heritage Register: Listed,Hugh Beaton School
-83.00066270,42.30086950,156,2115 Chilver Rd,Heritage Register: Listed,St. Barnabas Church
-83.05516242,42.30635310,157,682 Campbell Ave,Heritage Register: Listed,House
-83.05878386,42.31095251,158,329 Campbell Ave,Heritage Register: Listed,House
-83.00967493,42.32103003,159,823 Argyle Rd,Heritage Register: Designated,Elmcroft Carriage House
-83.00990087,42.32120442,160,819 Argyle Rd,Heritage Register: Designated,Wallmay Carriage House
-83.01017565,42.32161535,161,791-93 Argyle Rd,Heritage Register: Listed,House, brick garage
-82.98967184,42.30987884,162,1646 Alexis Rd,Heritage Register: Listed,Gordon McGregor School
-82.99071666,42.32582749,163,3857 Riverside Dr E,Heritage Register: Listed,Robert Barr House "Inn on the River" & Fence
-82.98917783,42.32612804,164,3975 Riverside Dr E,Heritage Register: Designated,Frank H. Joyce House
-82.93111411,42.33985554,165,9230 Riverside Dr E / Riverdale Ave,Heritage Register: Listed,Pelee Passage Lighthouse
-83.03856661,42.32072720,166,Riverside Dr E / near Goyeau St,Heritage Register: Listed,CNR Barge Lifts
-83.02036210,42.32474210,167,Moy Ave / Riverside Dr E,Heritage Register: Listed,Cairn-Moy Hall
-83.02067643,42.29353417,168,125 Tecumseh Rd E / Ouellette Ave,Heritage Register: Listed,Jackson Park Bandshell
-83.02261386,42.29528081,169,125 Tecumseh Rd E / Ouellette Ave,Heritage Register: Listed,Jackson Park- Boer Memorial
-83.02475939,42.29616111,170,125 Tecumseh Rd E / Ouellette Ave,Heritage Register: Listed,Jackson Park Gateway
-83.02054851,42.32470195,171,Moy Ave / Riverside Dr E,Heritage Register: Listed,Cairn-Moy Hall
-82.96462848,42.32711161,172,5955 Ontario St,Heritage Register: Designated,Edith Cavell School
-83.03667848,42.31088224,173,824 Victoria Ave,Heritage Register: Listed,Pacaud-Bowlby House
-82.93405472,42.25251776,174,4639 9th Concession Rd,Heritage Register: Listed,John Hayes House
-82.93794707,42.26439731,175,5680 Baseline Rd,Heritage Register: Listed,William Ure House/Farm
-82.93438908,42.24856190,176,4799 9th Concession Rd,Heritage Register: Listed,Patrick Hayes House
-82.91391064,42.25414806,177,4601 County Rd 17 (10th Concession),Heritage Register: Listed,Dolphice St. Louis House
-82.99208247,42.25445393,178,605 Ducharme St,Heritage Register: Listed,Alfred Tubaro House
-82.99669891,42.30490623,179,1785 Walker Rd,Heritage Register: Listed,Teron Bldg.
-83.02719243,42.30865634,180,1123 Mercer St,Heritage Register: Designated,International Playing Card Co.
-83.03498763,42.30704118,181,1065 Victoria Ave,Heritage Register: Listed,Kerby-London House
-82.99793508,42.30681044,182,1691 Walker Rd,Heritage Register: Listed,Colonial Tool
-83.00621873,42.25079021,183,455 Kennedy Dr W,Heritage Register: Designated,Roseland Golf Course
-83.07670895,42.29948748,184,3305 Sandwich St,Heritage Register: Designated,St. John's Anglican Church
-83.03023973,42.31515631,185,710 Mercer St,Heritage Register: Listed,First Baptist Church
-83.03365558,42.31694080,186,445 McDougall St,Heritage Register: Listed,Windsor Utilities Comm. Anderson Substation
-83.00140155,42.30562750,187,1680 Kildare Rd,Heritage Register: Listed,Windsor Tool & Die
-83.00510906,42.31816016,188,1057 Walker Rd,Heritage Register: Listed,Walkerville Transformer Substation
-83.06810340,42.30703056,189,401 Sunset Ave,Heritage Register: Listed,Memorial Hall, University of Windsor
-83.06766488,42.30634165,190,401 Sunset Ave,Heritage Register: Listed,Dillon Hall, U. of Windsor; was Assumption H.S.
-83.00025901,42.32596610,191,3001 Riverside Dr E / 3150 Wyandotte St E,Heritage Register: Listed,Ford Powerhouse
-83.02489781,42.31090319,192,1070 Howard Ave,Heritage Register: Listed,Cobblestone House
-83.04161081,42.31464284,193,462 Church St,Heritage Register: Listed,Cobblestone House
-83.07315176,42.29114152,194,3650 Wells St / 940 Prince Rd,Heritage Register: Listed,Maryvale Convent
-83.00782560,42.32244334,195,785 Walker Rd,Heritage Register: Listed,Semi-Detached House
-83.03933078,42.31498337,196,468 Victoria Ave,Heritage Register: Listed,House
-83.06987004,42.30722392,197,2735 University Ave W / Huron Church Rd,Heritage Register: Designated,Rosary Chapel & Sacristy
-83.02861317,42.29629768,198,1680 Dougall Ave,Heritage Register: Listed,Westminster United Church
-83.00590698,42.29903016,199,1255 Tecumseh Rd E,Heritage Register: Designated,John Campbell School
-83.00996054,42.32012875,200,1983 St. Mary's Gate,Heritage Register: Listed,St. Mary's Church, Rectory, Cemetery, Lych Gate, Parish Hall
-83.03651136,42.31264363,201,716 Pelissier St / 703-17 Ouellette Ave,Heritage Register: Designated,Knights of Columbus Hall / Auditorium Bldg.
-83.03946460,42.31597405,202,125-31 Park St W / 405 Pelissier St,Heritage Register: Listed,Park Apartments
-83.03498746,42.31026735,203,895 Ouellette Ave,Heritage Register: Listed,Anderson Funeral Home
-83.00903836,42.32202343,204,797 Monmouth Rd,Heritage Register: Listed,House
-83.00843810,42.32238940,205,778 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00703851,42.31371717,206,1232 Kildare Rd,Heritage Register: Listed,Semi-Detached House
-83.01346727,42.32278165,207,589 Kildare Rd / 1880 Wyandotte St E,Heritage Register: Listed,Joseph Dale House / Kildare House Tavern
-83.02691448,42.29797045,208,36 Hanna St W,Heritage Register: Listed,El Dorado Apartments
-83.01406163,42.30668251,209,1035 Ellis St E,Heritage Register: Listed,Holy Trinity Church
-83.00556605,42.27922640,210,620 North Service Rd / EC Row Expy,Heritage Register: Listed,Windsor Gas Co. / Woodall Construction
-83.01076201,42.32268970,211,657-93 Argyle Rd,Heritage Register: Listed,Argyle Apartments
-83.03341816,42.30577514,212,1148 Victoria Ave,Heritage Register: Designated,Kathleen Henderson House
-83.04008781,42.31687920,213,121 University Ave W,Heritage Register: Designated,Capitol Theatre
-83.03807666,42.31735584,214,353 Freedom Way / 37 University Ave E,Heritage Register: Designated,Windsor Armouries
-83.07461434,42.30146366,215,363 Mill St,Heritage Register: Designated,Sandwich Stable
-83.05343455,42.30792212,216,1495 Wyandotte St W,Heritage Register: Designated,Major John Richardson Library
-83.01228616,42.32276672,217,1969 Wyandotte St E,Heritage Register: Listed,Dr. C.W. Hoare Residence
-82.98517552,42.32503521,218,4219 Wyandotte St E,Heritage Register: Listed,Stanislas Janisse House
-83.01130286,42.32360765,219,2090 Wyandotte St E,Heritage Register: Listed,Walkerville Hydro Electric Comm. Bldg.
-83.01247234,42.32312016,220,1958-98 Wyandotte St E,Heritage Register: Listed,Strathcona Bldg.
-83.01428414,42.32196256,221,1755-67 Wyandotte St E,Heritage Register: Listed,Bates Bldg.
-83.01439987,42.32192085,222,1739-47 Wyandotte St E,Heritage Register: Listed,Commercial Block
-83.01447718,42.32189136,223,1731-37 Wyandotte St E,Heritage Register: Listed,Commercial Block
-83.01456961,42.32186570,224,1719-23 Wyandotte St E,Heritage Register: Listed,Commercial Block
-83.01466431,42.32183988,225,1701 Wyandotte St E,Heritage Register: Listed,Home Bank
-83.01500188,42.32172241,226,1687 Wyandotte St E,Heritage Register: Listed,Thomas A. McCormick House
-83.01562013,42.32155502,227,1601 Wyandotte St E,Heritage Register: Listed,Pickard Bldg. / Toronto Dominion Bank
-83.01625081,42.32178493,228,1586-98 Wyandotte St E,Heritage Register: Designated,Imperial Bank of Canada
-83.01653488,42.32168156,229,1564 Wyandotte St E,Heritage Register: Listed,Tivoli Theatre
-83.01691282,42.32155157,230,1506-12 Wyandotte St E,Heritage Register: Listed,Trott's Shoes
-83.01777480,42.32122341,231,1424-32 Wyandotte St E,Heritage Register: Listed,Pasadena Block
-83.01867530,42.32039599,232,1301-27 Wyandotte St E,Heritage Register: Listed,Commercial Block
-83.01931151,42.32063259,233,1292 Wyandotte St E,Heritage Register: Listed,Commercial Bldg.
-83.02422182,42.31884533,234,892 Wyandotte St E,Heritage Register: Listed,Wyandotte Tavern
-83.02950393,42.31652763,235,505-15 Wyandotte St E,Heritage Register: Listed,Meretsky Block
-83.03678056,42.31850929,236,245 Windsor Ave,Heritage Register: Listed,Essex County Court House
-83.00906948,42.31323137,237,1222 Windermere Rd,Heritage Register: Listed,House
-83.01219875,42.31726570,238,967 Windermere Rd,Heritage Register: Listed,House
-83.01204476,42.31797974,239,936 Windermere Rd,Heritage Register: Listed,Charles Porter House
-83.01277970,42.31815552,240,917 Windermere Rd,Heritage Register: Listed,House
-83.01292764,42.31839348,241,905 Windermere Rd,Heritage Register: Listed,House
-83.01315629,42.31875104,242,897 Windermere Rd,Heritage Register: Listed,Chalmers United Ch./1st Presbyterian Walkerville
-83.01391720,42.32089606,243,730 Windermere Rd,Heritage Register: Listed,E. Hamilton Collins House
-83.00838868,42.31779540,244,2094 Willistead Cres,Heritage Register: Listed,House
-83.00772563,42.31801244,245,2080 Willistead Cres,Heritage Register: Listed,C.W. Isaacs House
-83.00794593,42.31855635,246,2077 Willistead Cres,Heritage Register: Designated,Dr. Roy J. Coyle House
-83.00745812,42.31811875,247,2072 Willistead Cres,Heritage Register: Listed,R.E. Holmes House
-83.00786224,42.31961054,248,2038 Willistead Cres,Heritage Register: Listed,C.E. Platt House
-83.00818361,42.31950532,249,2032 Willistead Cres,Heritage Register: Listed,T.A. McCormick House
-83.00840101,42.31942268,250,2026 Willistead Cres,Heritage Register: Listed,C.D. Brown House
-83.00815434,42.31891467,251,2025 Willistead Cres,Heritage Register: Listed,A.E. Thompson House
-83.00864514,42.31934534,252,2020 Willistead Cres,Heritage Register: Listed,Mayor R.L. Daniels House
-83.00839963,42.31883217,253,2019 Willistead Cres,Heritage Register: Listed,C.A. Lanspeary House
-83.00908391,42.31919391,254,2008 Willistead Cres,Heritage Register: Listed,E.C. Griggs House
-83.00889059,42.31866628,255,2005 Willistead Cres,Heritage Register: Listed,C.A. Chilver House
-83.00927822,42.31912722,256,2002 Willistead Cres,Heritage Register: Listed,Andrew Walker Reid House
-83.00786929,42.32250897,257,777 Walker Rd,Heritage Register: Listed,Semi-Detached House
-83.00790657,42.32257686,258,769 Walker Rd,Heritage Register: Listed,Semi-Detached House
-83.00822612,42.32306682,259,715 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.00859112,42.32462855,260,530 Walker Rd,Heritage Register: Listed,Standard Printing
-83.02512989,42.29293016,261,2284 Victoria Ave,Heritage Register: Listed,House
-83.02522402,42.29306769,262,2276 Victoria Ave,Heritage Register: Listed,House
-83.02560399,42.29365968,263,2242 Victoria Ave,Heritage Register: Listed,House
-83.02651450,42.29386591,264,2215 Victoria Ave,Heritage Register: Listed,House
-83.02662730,42.29406830,265,2203 Victoria Ave,Heritage Register: Listed,House
-83.02619119,42.29455443,266,2196 Victoria Ave,Heritage Register: Listed,House
-83.02686771,42.29443230,267,2189 Victoria Ave,Heritage Register: Listed,House
-83.02646392,42.29499891,268,2168 Victoria Ave,Heritage Register: Listed,House
-83.02657716,42.29514849,269,2158 Victoria Ave,Heritage Register: Listed,House
-83.02676357,42.29544261,270,2138 Victoria Ave,Heritage Register: Listed,House
-83.02852608,42.29689664,271,1617-19 Victoria Ave,Heritage Register: Listed,Duplex
-83.03093812,42.30223111,272,1376 Victoria Ave,Heritage Register: Listed,Victoria School
-83.03362253,42.30486909,273,1185-93 Victoria Ave,Heritage Register: Listed,W.A. Watts-Emery House
-83.03635828,42.30904112,274,951-53 Victoria Ave,Heritage Register: Listed,Thistle-McHugh House
-83.03611082,42.30998572,275,902 Victoria Ave,Heritage Register: Listed,F.V. Wonnall House
-83.03682924,42.30977233,276,899 Victoria Ave,Heritage Register: Listed,W.J. Willoughby House
-83.03622049,42.31013496,277,890 Victoria Ave,Heritage Register: Listed,Edward C. Kenning House
-83.03638842,42.31043444,278,860 Victoria Ave,Heritage Register: Listed,Brown House
-83.03648947,42.31059641,279,850 Victoria Ave,Heritage Register: Listed,W.R. Campbell House
-83.03721537,42.31038547,280,849 Victoria Ave,Heritage Register: Listed,Black-Taylor House
-83.03658858,42.31072919,281,838 Victoria Ave,Heritage Register: Listed,James H. Kenning House
-83.03728878,42.31049552,282,837 Victoria Ave,Heritage Register: Listed,House
-83.03738566,42.31062527,283,825 Victoria Ave,Heritage Register: Designated,Frederick Allworth House
-83.03679393,42.31103723,284,806 Victoria Ave,Heritage Register: Listed,Clarke-Bowlby House
-83.03768180,42.31108773,285,801 Victoria Ave,Heritage Register: Listed,William C. Kennedy House
-83.03706142,42.31135506,286,782 Victoria Ave,Heritage Register: Listed,Copeland House
-83.03709948,42.31150576,287,772 Victoria Ave,Heritage Register: Listed,Richard Beasley House
-83.03740276,42.31203655,288,728 Victoria Ave,Heritage Register: Listed,Thomas Wrong House
-83.03747352,42.31212575,289,718 Victoria Ave,Heritage Register: Listed,David Eagle House
-83.03757039,42.31225500,290,706 Victoria Ave,Heritage Register: Listed,Taylor House
-83.03830081,42.31210173,291,697 Victoria Ave,Heritage Register: Listed,Revell House
